,subject,predicate,object,from,until,object_has_years,subject_has_years
11283,Louis Pieri,owns,Rhode Island Auditorium,1938-##-##,1967-##-##,False,False
11284,Lucio Tan,owns,Tanduay Rhum Masters,1999-##-##,2001-##-##,False,False
11285,Nalco Holding Company,owns,Industrial Bio-Test Laboratories,1953-##-##,1966-##-##,False,False
11286,"Oxnard, California",owns,"Carnegie Art Museum (Oxnard, California)",424-##-##,####-##-##,False,False
11287,NTL Incorporated,owns,Inter Cardiff F.C.,1996-##-##,####-##-##,False,False
11288,Ron Fuller (wrestler),owns,Continental Championship Wrestling,1974-##-##,1980-##-##,False,False
11289,Germany,owns,Deutsche Bahn,100-##-##,####-##-##,False,False
11290,Qatar Investment Authority,owns,Sainsbury's,999-##-##,####-##-##,False,False
11291,Mugi Rekso Abadi,owns,O Channel,2004-##-##,2007-##-##,False,False
11292,Emtek,owns,O Channel,2004-##-##,####-##-##,False,False
11293,Haikou Meilan International Airport (company),owns,HNA Infrastructure,100-##-##,####-##-##,False,False
11294,Charter Company,owns,Spelling Television,1969-##-##,1989-##-##,False,False
11295,Springfield Television,owns,WJZB-TV,1958-##-##,1969-##-##,False,False
11296,Erdemir,owns,İsdemir,2002-##-##,2006-##-##,False,False
11297,Ahold Delhaize,owns,Maxi (Serbian supermarket),100-##-##,####-##-##,False,False
11298,"Spencer Cavendish, 8th Duke of Devonshire",owns,Diamond Jubilee (horse),1901-##-##,####-##-##,False,False
11299,Federal government of the United States,owns,Deerfield Residence,2013-##-##,####-##-##,False,False
11300,Canadian Pacific Railway,owns,Athletic Park (Vancouver),1913-##-##,1944-##-##,False,False
11301,International Petroleum Investment Company,owns,Compañía Española de Petróleos,100-##-##,####-##-##,False,False
11302,Merrill Lynch,owns,Financial News Network,1981-##-##,1991-##-##,False,False
11303,Jason Knight,owns,Assault Championship Wrestling,2001-##-##,2004-##-##,False,False
11304,Unilever,owns,Seventh Generation Inc.,2016-##-##,####-##-##,False,False
11305,Yoriyasu Arima,owns,Nishitetsu Baseball Club,1941-##-##,1942-##-##,False,False
11306,Melbourne,owns,Sopoti Librazhd B,1889-##-##,1901-##-##,False,False
11307,Adelaide,owns,Sopoti Librazhd B,1854-##-##,1927-05-##,False,False
11308,Gibraltar Football Association,owns,Victoria Stadium (Gibraltar),2017-##-##,####-##-##,False,False
11309,Epyx,owns,Starpath,1984-##-##,1993-##-##,False,False
11310,Finnmark County Municipality,owns,Finnmark Fylkesrederi og Ruteselskap,1916-##-##,2003-##-##,False,False
11311,Generali Italia,owns,Genertellife,100-##-##,####-##-##,False,False
11312,New Zealand Railways Department,owns,Castlecliff Branch,1956-##-##,####-##-##,False,False
11313,Madras Presidency,owns,Quilon Aerodrome,1932-##-##,####-##-##,False,False
11314,Bill Daniels,owns,La Cadena Deportiva,1993-##-##,1994-##-##,False,False
11315,Liberty Media,owns,La Cadena Deportiva,1994-##-##,1996-##-##,False,False
11316,Hainan Airlines,owns,HNA Building,2017-02-##,####-##-##,False,False
11317,Poland,owns,Polish State Railways,100-##-##,####-##-##,False,False
11318,Société Générale,owns,Société Générale Srbija,100-##-##,####-##-##,False,False
11319,DJ Hyde,owns,Women Superstars Uncensored,2013-##-##,####-##-##,False,False
11320,Walter W. Law,owns,Briarcliff Lodge,1902-##-##,1937-##-##,False,False
11321,Paul Heyman,owns,World Wrestling Network,1993-##-##,1994-##-##,False,False
11322,Swinton Lions,owns,"Station Road, Swinton",1929-##-##,1992-##-##,False,False
11323,Etienne L. de Mestre,owns,Archer (horse),1832-##-##,1916-##-##,False,False
11324,Oracle Corporation,owns,PeopleSoft,2005-##-##,####-##-##,False,False
11325,Forthnet,owns,NOVA Cyprus,2011-07-##,####-##-##,False,False
11326,Marvin Kratter,owns,Ebbets Field,1956-##-##,1957-##-##,False,False
11327,Pacific Coast League,owns,Portland Timbers (2001–10),2004-##-##,2005-##-##,True,False
11328,Western Electric,owns,WNBC (AM),1922-##-##,1926-##-##,False,False
11329,Government of Austria,owns,Hypo Alpe Adria Bank,100-##-##,####-##-##,False,False
11330,Datang Telecom Group,owns,Datang Telecom Technology,100-##-##,####-##-##,False,False
11331,International Yacht Restoration School,owns,Shamrock V,1995-##-##,####-##-##,False,False
11332,DEPA,owns,DESFA,100-##-##,####-##-##,False,False
11333,Sheller-Globe Corporation,owns,Superior Coach Company,1969-##-##,1980-##-##,False,False
11334,Ministry of Finance (Thailand),owns,Bangkok Dock Company,999-##-##,####-##-##,False,False
11335,El-Ad Group,owns,Olympic Village (Montreal),2004-##-##,2012-##-##,False,False
11336,Raymond Pitcairn,owns,Glen Tonche,1928-##-##,1998-##-##,False,False
11337,Unipol,owns,UnipolSai,142-##-##,####-##-##,False,False
11338,"St. Petersburg, Florida",owns,WSUN-TV,1953-##-##,1966-##-##,False,False
11339,ExxonMobil,owns,Imperial Oil,2012-##-##,####-##-##,False,False
11340,Veneto Banca,owns,Banca Intermobiliare,388-##-##,####-##-##,False,False
11341,Loblaw Companies,owns,Maple Leaf Gardens,2004-##-##,####-##-##,False,False
11342,Overseas Chinese Town Enterprises,owns,OCT Bay,100-##-##,####-##-##,False,False
11343,Telemedia,owns,CFYN,1985-##-##,1992-##-##,False,False
11344,London Necropolis Company,owns,London Necropolis Railway,1927-##-##,####-##-##,False,False
11345,BBC,owns,"Television Centre, London",1960-##-##,2012-##-##,False,False
11346,Sell Hall,owns,Central Park (Pittsburgh),1925-##-##,####-##-##,False,False
11347,Vicinity Centres,owns,Bayside Shopping Centre,2015-##-##,####-##-##,False,False
11348,Lamborghini,owns,Italdesign Giugiaro,2010-##-##,2012-##-##,False,False
11349,Cruz Azul,owns,Nuevo Estadio Azul,2017-01-##,####-##-##,False,False
11350,Ericsson,owns,Telcordia Technologies,2012-##-##,####-##-##,False,False
11351,State Street Corporation,owns,Sony,2016-09-30,####-##-##,False,False
11352,Potevio,owns,Puhua Investment,100-##-##,####-##-##,False,False
11353,Donald R. McMonagle,graduated from,United States Air Force Academy,1974-##-##,####-##-##,False,False
11354,Frederick D. Gregory,graduated from,United States Air Force Academy,1964-##-##,####-##-##,False,False
11355,Karol J. Bobko,graduated from,United States Air Force Academy,1959-##-##,####-##-##,False,False
11356,Kevin P. Chilton,graduated from,United States Air Force Academy,1976-##-##,####-##-##,False,False
11357,Donald R. McMonagle,graduated from,University of Michigan,2003-##-##,####-##-##,False,False
11358,Rob Wagner,graduated from,University of Michigan,1894-##-##,1903-##-##,False,False
11359,Karl Gordon Henize,graduated from,University of Michigan,1954-##-##,####-##-##,False,False
11360,Robert J. Shiller,graduated from,University of Michigan,1967-##-##,####-##-##,False,False
11361,Alice Hamilton,graduated from,University of Michigan,1893-##-##,####-##-##,False,False
11362,Frank O'Hara,graduated from,University of Michigan,1951-##-##,####-##-##,False,False
11363,"Gordon Allen Newkirk, Jr.",graduated from,University of Michigan,1952-##-##,1953-##-##,False,False
11364,Wilfrid Sellars,graduated from,University of Michigan,1933-##-##,####-##-##,False,False
11365,Anna Harriet Heyer,graduated from,University of Michigan,1943-##-##,####-##-##,False,False
11366,James Irwin,graduated from,University of Michigan,1957-##-##,####-##-##,False,False
11367,Frank Spedding,graduated from,University of Michigan,1925-##-##,1926-##-##,False,False
11368,Cedric Foo,graduated from,University of Michigan,1984-##-##,####-##-##,False,False
11369,Jack Garman,graduated from,University of Michigan,1966-##-##,####-##-##,False,False
11370,Ann Fienup-Riordan,graduated from,University of Michigan,1971-##-##,1973-##-##,False,False
11371,Stuart Geman,graduated from,University of Michigan,1971-##-##,####-##-##,False,False
11372,Donald Othmer,graduated from,University of Michigan,1925-##-##,1927-##-##,False,False
11373,Jack R. Lousma,graduated from,University of Michigan,1959-##-##,####-##-##,False,False
11374,"Lawrence Maxwell, Jr.",graduated from,University of Michigan,1874-##-##,1893-##-##,False,False
11375,Robert Hayden,graduated from,University of Michigan,1944-##-##,####-##-##,False,False
11376,Edward Higgins White,graduated from,University of Michigan,1959-##-##,####-##-##,False,False
11377,George J. Armelagos,graduated from,University of Michigan,1958-##-##,####-##-##,False,False
11378,Theodore Freeman,graduated from,University of Michigan,1960-##-##,####-##-##,False,False
11379,A. Maceo Walker,graduated from,University of Michigan,1935-##-##,####-##-##,False,False
11380,Ida Halpern,graduated from,University of Vienna,1938-##-##,####-##-##,False,False
11381,Friedrich Katz,graduated from,University of Vienna,1954-##-##,####-##-##,False,False
11382,Angelika Amon,graduated from,University of Vienna,1993-##-##,####-##-##,False,False
11383,Martin Glaessner,graduated from,University of Vienna,1925-##-##,1931-##-##,False,False
11384,Harry Weese,graduated from,Massachusetts Institute of Technology,1938-##-##,####-##-##,False,False
11385,Andrea M. Ghez,graduated from,Massachusetts Institute of Technology,1987-##-##,####-##-##,False,False
11386,Terry Hart,graduated from,Massachusetts Institute of Technology,1969-##-##,####-##-##,False,False
11387,I. M. Pei,graduated from,Massachusetts Institute of Technology,1940-##-##,####-##-##,False,False
11388,William D. Sellers,graduated from,Massachusetts Institute of Technology,1957-##-##,####-##-##,False,False
11389,Mansoor Ijaz,graduated from,Massachusetts Institute of Technology,1983-##-##,1985-##-##,False,False
11390,Robert J. Shiller,graduated from,Massachusetts Institute of Technology,1972-##-##,####-##-##,False,False
11391,Donald Wills Douglas Sr.,graduated from,Massachusetts Institute of Technology,1914-##-##,####-##-##,False,False
11392,Paul Hudak,graduated from,Massachusetts Institute of Technology,1974-##-##,####-##-##,False,False
11393,Bernard Vonnegut,graduated from,Massachusetts Institute of Technology,1936-##-##,1939-##-##,False,False
11394,Amos E. Joel Jr.,graduated from,Massachusetts Institute of Technology,1940-##-##,####-##-##,False,False
11395,Dava Newman,graduated from,Massachusetts Institute of Technology,1989-##-##,1992-##-##,False,False
11396,Ascher H. Shapiro,graduated from,Massachusetts Institute of Technology,1938-##-##,1946-##-##,False,False
11397,Gary Loveman,graduated from,Massachusetts Institute of Technology,1989-##-##,####-##-##,False,False
11398,Cedric Foo,graduated from,Massachusetts Institute of Technology,1985-##-##,####-##-##,False,False
11399,Herbert Goldstein,graduated from,Massachusetts Institute of Technology,1943-##-##,####-##-##,False,False
11400,Irwin M. Jacobs,graduated from,Massachusetts Institute of Technology,1957-##-##,1959-##-##,False,False
11401,David Louis Band,graduated from,Massachusetts Institute of Technology,1979-##-##,####-##-##,False,False
11402,Stuart Geman,graduated from,Massachusetts Institute of Technology,1977-##-##,####-##-##,False,False
11403,William Shepherd,graduated from,Massachusetts Institute of Technology,1978-##-##,####-##-##,False,False
11404,Ken Olsen,graduated from,Massachusetts Institute of Technology,1950-##-##,1952-##-##,False,False
11405,James Smith McDonnell,graduated from,Massachusetts Institute of Technology,1925-##-##,####-##-##,False,False
11406,Peter Blair Henry,graduated from,Massachusetts Institute of Technology,1997-##-##,####-##-##,False,False
11407,John Stillwell,graduated from,Massachusetts Institute of Technology,1970-##-##,####-##-##,False,False
11408,Sangeeta N. Bhatia,graduated from,Massachusetts Institute of Technology,1997-##-##,####-##-##,False,False
11409,Charles Murray (political scientist),graduated from,Massachusetts Institute of Technology,1974-##-##,####-##-##,False,False
11410,Vannevar Bush,graduated from,Massachusetts Institute of Technology,1916-##-##,####-##-##,False,False
11411,Edward Norton Lorenz,graduated from,Massachusetts Institute of Technology,1943-##-##,1948-##-##,False,False
11412,Harold Eugene Edgerton,graduated from,Massachusetts Institute of Technology,1927-##-##,1931-##-##,False,False
11413,Andrew Strominger,graduated from,Massachusetts Institute of Technology,1982-##-##,####-##-##,False,False
11414,Shu Xingbei,graduated from,Massachusetts Institute of Technology,1930-##-##,1931-##-##,False,False
11415,Edgar Mitchell,graduated from,Massachusetts Institute of Technology,1964-##-##,####-##-##,False,False
11416,Alfred G. Gilman,graduated from,Yale University,1962-##-##,####-##-##,False,False
11417,James C. Auchincloss,graduated from,Yale University,1908-##-##,####-##-##,False,False
11418,John Hays Hammond Jr.,graduated from,Yale University,1910-##-##,####-##-##,False,False
11419,André Jagendorf,graduated from,Yale University,1951-##-##,####-##-##,False,False
11420,Stanley Rogers Resor,graduated from,Yale University,1939-##-##,1942-##-##,False,False
11421,Benjamin F. Ward,graduated from,Yale University,1972-##-##,####-##-##,False,False
11422,Paul Goldberger,graduated from,Yale University,1972-##-##,####-##-##,False,False
11423,Georgia Benkart,graduated from,Yale University,1974-##-##,####-##-##,False,False
11424,George Catlin Woodruff,graduated from,Yale University,1825-##-##,####-##-##,False,False
11425,Minhyong Kim,graduated from,Yale University,1990-##-##,####-##-##,False,False
11426,George L. Harrison,graduated from,Yale University,1910-##-##,####-##-##,False,False
11427,Maxine Singer,graduated from,Yale University,1957-##-##,####-##-##,False,False
11428,Harry Hamlin,graduated from,Yale University,1974-##-##,####-##-##,False,False
11429,Alex Berenson,graduated from,Yale University,1994-##-##,####-##-##,False,False
11430,Duncan K. Foley,graduated from,Yale University,1966-##-##,####-##-##,False,False
11431,Sigourney Weaver,graduated from,Yale University,1974-##-##,####-##-##,False,False
11432,Bruce Geller,graduated from,Yale University,1952-##-##,####-##-##,False,False
11433,Peter S. Albin,graduated from,Yale University,1956-##-##,####-##-##,False,False
11434,Edward Woodruff Seymour,graduated from,Yale University,1853-##-##,####-##-##,False,False
11435,E. H. Moore,graduated from,Yale University,1885-##-##,####-##-##,False,False
11436,Herbert M. Allison,graduated from,Yale University,1965-##-##,####-##-##,False,False
11437,Hugh Auchincloss Steers,graduated from,Yale University,1985-##-##,####-##-##,False,False
11438,John G. Thompson,graduated from,Yale University,1955-##-##,####-##-##,False,False
11439,Michael Levine (biologist),graduated from,Yale University,1981-##-##,####-##-##,False,False
11440,Douglas C. Wallace,graduated from,Yale University,1968-##-##,1975-##-##,False,False
11441,Robert A. Dahl,graduated from,Yale University,1940-##-##,####-##-##,False,False
11442,Julian Jaynes,graduated from,Yale University,1948-##-##,####-##-##,False,False
11443,Frank Hogan,graduated from,Columbia Law School,1928-##-##,####-##-##,False,False
11444,Theodore R. Kupferman,graduated from,Columbia Law School,1943-##-##,####-##-##,False,False
11445,Julian L. McPhillips,graduated from,Columbia Law School,1971-##-##,####-##-##,False,False
11446,Peter K. Leisure,graduated from,Columbia Law School,1952-##-##,1958-##-##,False,False
11447,Schuyler Merritt,graduated from,Columbia Law School,1876-##-##,####-##-##,False,False
11448,Brad R. Roth,graduated from,Columbia Law School,1992-##-##,####-##-##,False,False
11449,Edwin Atherton,graduated from,Georgetown University,1914-##-##,####-##-##,False,False
11450,Joseph L. Hurley,graduated from,Georgetown University,1920-##-##,1921-##-##,False,False
11451,Charles Fahy,graduated from,Georgetown University,1914-##-##,####-##-##,False,False
11452,Fred Joseph,graduated from,Harvard University,1959-##-##,####-##-##,False,False
11453,Joseph Slepian,graduated from,Harvard University,1911-##-##,####-##-##,False,False
11454,Cass Canfield,graduated from,Harvard University,1919-##-##,####-##-##,False,False
11455,I. M. Pei,graduated from,Harvard University,1946-##-##,####-##-##,False,False
11456,Elaine Pagels,graduated from,Harvard University,1970-##-##,####-##-##,False,False
11457,Joseph S. Cabot,graduated from,Harvard University,1815-##-##,####-##-##,False,False
11458,Richard M. Linnehan,graduated from,Harvard University,2009-##-##,####-##-##,False,False
11459,Vincent E. Lally,graduated from,Harvard University,1944-##-##,####-##-##,False,False
11460,Jason Richwine,graduated from,Harvard University,2009-##-##,####-##-##,False,False
11461,Richard Wilbur,graduated from,Harvard University,1947-##-##,####-##-##,False,False
11462,Marvin Minsky,graduated from,Harvard University,1950-##-##,####-##-##,False,False
11463,Louis A. Frothingham,graduated from,Harvard University,1893-##-##,####-##-##,False,False
11464,John E. McMurry,graduated from,Harvard University,1964-##-##,####-##-##,False,False
11465,John Davis Lodge,graduated from,Harvard University,1925-##-##,####-##-##,False,False
11466,Frank O'Hara,graduated from,Harvard University,1950-##-##,####-##-##,False,False
11467,"Gordon Allen Newkirk, Jr.",graduated from,Harvard University,1950-##-##,####-##-##,False,False
11468,"Crawford Hallock Greenewalt, Jr.",graduated from,Harvard University,1959-##-##,####-##-##,False,False
11469,Franklin Stahl,graduated from,Harvard University,1951-##-##,####-##-##,False,False
11470,Stephen G. Wheatland,graduated from,Harvard University,1844-##-##,####-##-##,False,False
11471,John C. Slater,graduated from,Harvard University,1923-##-##,####-##-##,False,False
11472,Gregg L. Semenza,graduated from,Harvard University,1978-##-##,####-##-##,False,False
11473,George Emlen Roosevelt,graduated from,Harvard University,1909-##-##,####-##-##,False,False
11474,Ben Roy Mottelson,graduated from,Harvard University,1950-##-##,####-##-##,False,False
11475,Whit Stillman,graduated from,Harvard University,1973-##-##,####-##-##,False,False
11476,Persi Diaconis,graduated from,Harvard University,1972-##-##,1974-##-##,False,False
11477,Nevin S. Scrimshaw,graduated from,Harvard University,1941-##-##,####-##-##,False,False
11478,Amale Andraos,graduated from,Harvard University,1999-##-##,####-##-##,False,False
11479,James J. Wynne,graduated from,Harvard University,1964-##-##,1969-##-##,False,False
11480,Marshall Berman,graduated from,Harvard University,1968-##-##,####-##-##,False,False
